0.625,4260.512695,4263.589844,4231.281738,4226.153809,4194.358887,4198.974121,4197.94873,4190.769043,4208.205078,4211.794922,4211.794922,4202.563965,4211.281738,4201.025391
0.6328125,4229.743652,4247.179199,4214.358887,4212.820313,4194.358887,4196.410156,4186.153809,4190.769043,4204.615234,4194.871582,4195.897461,4201.025391,4197.94873,4189.743652
0.640625,4215.384277,4247.692383,4207.692383,4220,4195.384277,4200,4191.794922,4186.666504,4196.922852,4181.538574,4187.179199,4200,4190.769043,4184.102539
0.6484375,4216.922852,4246.153809,4206.153809,4220.512695,4197.94873,4200.512695,4199.487305,4184.102539,4190.769043,4164.102539,4187.692383,4199.487305,4194.871582,4183.07666
0.65625,4216.922852,4238.461426,4203.589844,4212.307617,4194.358887,4191.794922,4193.846191,4187.692383,4196.410156,4188.717773,4194.358887,4193.846191,4193.333008,4185.641113
0.6640625,4215.384277,4231.794922,4205.12793,4207.692383,4194.871582,4190.769043,4190.256348,4193.846191,4201.538574,4201.025391,4193.333008,4195.384277,4186.666504,4184.102539
0.671875,4211.281738,4228.205078,4208.205078,4210.256348,4196.922852,4200.512695,4207.179199,4197.436035,4202.563965,4182.563965,4192.307617,4197.94873,4186.666504,4184.615234
0.6796875,4199.487305,4223.589844,4205.12793,4211.281738,4192.307617,4195.384277,4209.230469,4192.820313,4201.025391,4191.794922,4192.820313,4193.333008,4185.641113,4186.666504
0.6875,4190.256348,4213.333008,4202.05127,4199.487305,4191.281738,4181.025391,4184.615234,4183.07666,4190.769043,4177.94873,4181.538574,4200,4182.05127,4182.563965
0.6953125,4209.743652,4223.589844,4217.436035,4209.743652,4188.717773,4187.692383,4186.666504,4186.666504,4195.897461,4170.256348,4192.307617,4201.538574,4185.641113,4185.641113
0.703125,4221.025391,4236.922852,4226.153809,4224.615234,4193.333008,4197.94873,4207.179199,4196.410156,4205.12793,4203.07666,4198.974121,4200.512695,4187.179199,4188.205078
0.7109375,4200.512695,4222.05127,4209.230469,4208.717773,4194.358887,4190.769043,4203.589844,4192.820313,4197.94873,4201.538574,4175.384277,4200,4181.025391,4178.461426
0.71875,4197.436035,4215.384277,4203.589844,4200.512695,4189.743652,4192.307617,4195.384277,4184.102539,4193.333008,4173.846191,4170.769043,4196.410156,4183.589844,4179.487305
0.7265625,4208.205078,4226.153809,4207.179199,4205.12793,4195.897461,4200,4196.410156,4181.025391,4193.333008,4165.12793,4180,4198.974121,4181.025391,4182.05127
0.734375,4195.384277,4227.179199,4198.974121,4204.615234,4193.846191,4195.384277,4193.846191,4185.12793,4194.871582,4175.384277,4177.94873,4194.871582,4172.307617,4174.358887
