1,filt_IIRChebIshevI,PWelch,PCA,LIBSVMFast,23.333333,0.003763
1,filt_IIRChebIshevI,PWelch,PCA,NBayes,40.000000,0.0060382
1,filt_IIRChebIshevI,PYAR,PCA,LIBSVMFast,20.000000,0.0017635
1,filt_IIRChebIshevI,PYAR,PCA,NBayes,40.000000,0.0038907
1,filt_IIRChebIshevI,PWelch,SVD,LIBSVMFast,50.000000,0.0037741
1,filt_IIRChebIshevI,PWelch,SVD,NBayes,36.666667,0.0073611
1,filt_IIRChebIshevI,PYAR,SVD,LIBSVMFast,16.666667,0.0017038
1,filt_IIRChebIshevI,PYAR,SVD,NBayes,30.000000,0.0052478
1,filt_FIRLeastSquares,PWelch,PCA,LIBSVMFast,36.666667,0.0033233
1,filt_FIRLeastSquares,PWelch,PCA,NBayes,30.000000,0.0055482
1,filt_FIRLeastSquares,PYAR,PCA,LIBSVMFast,36.666667,0.0013472
1,filt_FIRLeastSquares,PYAR,PCA,NBayes,26.666667,0.0035813
1,filt_FIRLeastSquares,PWelch,SVD,LIBSVMFast,43.333333,0.0033654
1,filt_FIRLeastSquares,PWelch,SVD,NBayes,40.000000,0.0069306
1,filt_FIRLeastSquares,PYAR,SVD,LIBSVMFast,36.666667,0.0013844
1,filt_FIRLeastSquares,PYAR,SVD,NBayes,26.666667,0.0048821
2,filt_IIRChebIshevI,PWelch,PCA,LIBSVMFast,36.666667,0.0037464
2,filt_IIRChebIshevI,PWelch,PCA,NBayes,40.000000,0.0059058
2,filt_IIRChebIshevI,PYAR,PCA,LIBSVMFast,43.333333,0.0017357
2,filt_IIRChebIshevI,PYAR,PCA,NBayes,20.000000,0.0039483
2,filt_IIRChebIshevI,PWelch,SVD,LIBSVMFast,33.333333,0.0037799
2,filt_IIRChebIshevI,PWelch,SVD,NBayes,33.333333,0.007338
2,filt_IIRChebIshevI,PYAR,SVD,LIBSVMFast,46.666667,0.0017672
2,filt_IIRChebIshevI,PYAR,SVD,NBayes,43.333333,0.0053358
2,filt_FIRLeastSquares,PWelch,PCA,LIBSVMFast,30.000000,0.0033855
2,filt_FIRLeastSquares,PWelch,PCA,NBayes,26.666667,0.0054913
2,filt_FIRLeastSquares,PYAR,PCA,LIBSVMFast,33.333333,0.001325
2,filt_FIRLeastSquares,PYAR,PCA,NBayes,20.000000,0.0035147
2,filt_FIRLeastSquares,PWelch,SVD,LIBSVMFast,33.333333,0.0033386
2,filt_FIRLeastSquares,PWelch,SVD,NBayes,26.666667,0.006897
2,filt_FIRLeastSquares,PYAR,SVD,LIBSVMFast,30.000000,0.0013268
2,filt_FIRLeastSquares,PYAR,SVD,NBayes,36.666667,0.004988
3,filt_IIRChebIshevI,PWelch,PCA,LIBSVMFast,50.000000,0.0038524
3,filt_IIRChebIshevI,PWelch,PCA,NBayes,36.666667,0.0059654
3,filt_IIRChebIshevI,PYAR,PCA,LIBSVMFast,33.333333,0.0017141
3,filt_IIRChebIshevI,PYAR,PCA,NBayes,33.333333,0.0039157
3,filt_IIRChebIshevI,PWelch,SVD,LIBSVMFast,43.333333,0.0037737
3,filt_IIRChebIshevI,PWelch,SVD,NBayes,46.666667,0.0073704
3,filt_IIRChebIshevI,PYAR,SVD,LIBSVMFast,43.333333,0.0017978
3,filt_IIRChebIshevI,PYAR,SVD,NBayes,50.000000,0.0053923
3,filt_FIRLeastSquares,PWelch,PCA,LIBSVMFast,46.666667,0.0034044
3,filt_FIRLeastSquares,PWelch,PCA,NBayes,26.666667,0.0055514
3,filt_FIRLeastSquares,PYAR,PCA,LIBSVMFast,46.666667,0.0013708
3,filt_FIRLeastSquares,PYAR,PCA,NBayes,43.333333,0.0035373
3,filt_FIRLeastSquares,PWelch,SVD,LIBSVMFast,60.000000,0.0033734
3,filt_FIRLeastSquares,PWelch,SVD,NBayes,43.333333,0.0069645
3,filt_FIRLeastSquares,PYAR,SVD,LIBSVMFast,40.000000,0.0013174
3,filt_FIRLeastSquares,PYAR,SVD,NBayes,53.333333,0.0049345
4,filt_IIRChebIshevI,PWelch,PCA,LIBSVMFast,40.000000,0.0037901
4,filt_IIRChebIshevI,PWelch,PCA,NBayes,60.000000,0.005866
4,filt_IIRChebIshevI,PYAR,PCA,LIBSVMFast,56.666667,0.0017406
4,filt_IIRChebIshevI,PYAR,PCA,NBayes,60.000000,0.0039362
4,filt_IIRChebIshevI,PWelch,SVD,LIBSVMFast,46.666667,0.0037945
4,filt_IIRChebIshevI,PWelch,SVD,NBayes,43.333333,0.007343
4,filt_IIRChebIshevI,PYAR,SVD,LIBSVMFast,50.000000,0.0016932
4,filt_IIRChebIshevI,PYAR,SVD,NBayes,46.666667,0.0052937
4,filt_FIRLeastSquares,PWelch,PCA,LIBSVMFast,46.666667,0.003342
4,filt_FIRLeastSquares,PWelch,PCA,NBayes,40.000000,0.0055157
4,filt_FIRLeastSquares,PYAR,PCA,LIBSVMFast,40.000000,0.0013373
4,filt_FIRLeastSquares,PYAR,PCA,NBayes,50.000000,0.0035076
4,filt_FIRLeastSquares,PWelch,SVD,LIBSVMFast,53.333333,0.0033424
4,filt_FIRLeastSquares,PWelch,SVD,NBayes,46.666667,0.0071553
4,filt_FIRLeastSquares,PYAR,SVD,LIBSVMFast,53.333333,0.0013371
4,filt_FIRLeastSquares,PYAR,SVD,NBayes,43.333333,0.0049488
5,filt_IIRChebIshevI,PWelch,PCA,LIBSVMFast,56.666667,0.0039808
5,filt_IIRChebIshevI,PWelch,PCA,NBayes,66.666667,0.0063566
