filt_IIRChebIshevI,PWelch,PCA,LIBSVMFast,52.45614042105263,0.002497652631578948
filt_IIRChebIshevI,PWelch,PCA,NBayes,51.05263152631579,0.004615352631578947
filt_IIRChebIshevI,PYAR,PCA,LIBSVMFast,55.78947373684211,0.0006496984210526315
filt_IIRChebIshevI,PYAR,PCA,NBayes,55.26315794736841,0.0027815315789473686
filt_IIRChebIshevI,PWelch,SVD,LIBSVMFast,46.84210521052631,0.0025065526315789476
filt_IIRChebIshevI,PWelch,SVD,NBayes,47.368421052631575,0.0059801
filt_IIRChebIshevI,PYAR,SVD,LIBSVMFast,46.84210536842105,0.0006516463157894735
filt_IIRChebIshevI,PYAR,SVD,NBayes,50.00000005263158,0.004164189473684211
filt_FIRLeastSquares,PWelch,PCA,LIBSVMFast,52.63157889473685,0.002806136842105263
filt_FIRLeastSquares,PWelch,PCA,NBayes,46.14035094736842,0.004899289473684211
filt_FIRLeastSquares,PYAR,PCA,LIBSVMFast,52.10526321052631,0.0009515315789473685
filt_FIRLeastSquares,PYAR,PCA,NBayes,44.385964947368414,0.003051326315789473
filt_FIRLeastSquares,PWelch,SVD,LIBSVMFast,45.438596473684214,0.002789626315789474
filt_FIRLeastSquares,PWelch,SVD,NBayes,48.94736842105263,0.006298163157894737
filt_FIRLeastSquares,PYAR,SVD,LIBSVMFast,49.29824568421052,0.0009529968421052632
filt_FIRLeastSquares,PYAR,SVD,NBayes,48.07017547368421,0.004427884210526316
