filt_IIRChebIshevI,PWelch,PCA,LIBSVMFast,48.07017547368421,0.00379741052631579
filt_IIRChebIshevI,PWelch,PCA,NBayes,51.403508736842106,0.005980605263157895
filt_IIRChebIshevI,PYAR,PCA,LIBSVMFast,57.017543894736825,0.0017419052631578948
filt_IIRChebIshevI,PYAR,PCA,NBayes,48.5964912631579,0.003932078947368421
filt_IIRChebIshevI,PWelch,SVD,LIBSVMFast,47.36842110526316,0.0037915631578947367
filt_IIRChebIshevI,PWelch,SVD,NBayes,54.21052631578947,0.00741146842105263
filt_IIRChebIshevI,PYAR,SVD,LIBSVMFast,55.964912263157906,0.0017493105263157891
filt_IIRChebIshevI,PYAR,SVD,NBayes,55.614035105263156,0.0053517947368421056
filt_FIRLeastSquares,PWelch,PCA,LIBSVMFast,53.6842104736842,0.0033866210526315786
filt_FIRLeastSquares,PWelch,PCA,NBayes,49.64912278947368,0.005537131578947369
filt_FIRLeastSquares,PYAR,PCA,LIBSVMFast,57.543859684210524,0.0013488684210526316
filt_FIRLeastSquares,PYAR,PCA,NBayes,44.91228084210527,0.0035180736842105264
filt_FIRLeastSquares,PWelch,SVD,LIBSVMFast,51.5789474736842,0.0034379000000000002
filt_FIRLeastSquares,PWelch,SVD,NBayes,53.33333336842105,0.007002889473684211
filt_FIRLeastSquares,PYAR,SVD,LIBSVMFast,57.01754384210526,0.001348857894736842
filt_FIRLeastSquares,PYAR,SVD,NBayes,55.78947373684211,0.004958331578947368
