filt_IIRChebIshevI,PWelch,PCA,LIBSVMFast,58.59649115789475,0.0025535842105263162
filt_IIRChebIshevI,PWelch,PCA,NBayes,50.35087705263158,0.00469448947368421
filt_IIRChebIshevI,PYAR,PCA,LIBSVMFast,58.77192978947369,0.0006625352631578946
filt_IIRChebIshevI,PYAR,PCA,NBayes,53.15789484210526,0.0027971263157894736
filt_IIRChebIshevI,PWelch,SVD,LIBSVMFast,40.70175436842106,0.0025457368421052634
filt_IIRChebIshevI,PWelch,SVD,NBayes,42.80701742105264,0.006103552631578947
filt_IIRChebIshevI,PYAR,SVD,LIBSVMFast,39.298245578947366,0.000674633157894737
filt_IIRChebIshevI,PYAR,SVD,NBayes,42.63157889473683,0.0042225052631578944
filt_FIRLeastSquares,PWelch,PCA,LIBSVMFast,41.403508789473676,0.0027853105263157896
filt_FIRLeastSquares,PWelch,PCA,NBayes,41.92982457894736,0.004945157894736841
filt_FIRLeastSquares,PYAR,PCA,LIBSVMFast,41.92982457894737,0.00096741
filt_FIRLeastSquares,PYAR,PCA,NBayes,44.03508768421053,0.0031279789473684207
filt_FIRLeastSquares,PWelch,SVD,LIBSVMFast,38.77192973684212,0.0028103894736842103
filt_FIRLeastSquares,PWelch,SVD,NBayes,41.4035087894737,0.006363421052631579
filt_FIRLeastSquares,PYAR,SVD,LIBSVMFast,38.94736842105263,0.0009820505263157893
filt_FIRLeastSquares,PYAR,SVD,NBayes,38.07017547368421,0.0045936473684210525
