filt_IIRChebIshevI,PWelch,PCA,LIBSVMFast,58.24561405263157,0.0025653736842105265
filt_IIRChebIshevI,PWelch,PCA,NBayes,50.52631594736842,0.004781978947368419
filt_IIRChebIshevI,PYAR,PCA,LIBSVMFast,58.42105268421052,0.0006663278947368423
filt_IIRChebIshevI,PYAR,PCA,NBayes,49.298245578947366,0.0028822315789473678
filt_IIRChebIshevI,PWelch,SVD,LIBSVMFast,45.438596526315784,0.002526678947368421
filt_IIRChebIshevI,PWelch,SVD,NBayes,44.912280736842106,0.006207894736842105
filt_IIRChebIshevI,PYAR,SVD,LIBSVMFast,37.71929815789473,0.00067111
filt_IIRChebIshevI,PYAR,SVD,NBayes,45.26315778947369,0.004432773684210526
filt_FIRLeastSquares,PWelch,PCA,LIBSVMFast,51.05263152631579,0.002873231578947368
filt_FIRLeastSquares,PWelch,PCA,NBayes,44.73684205263158,0.005046663157894738
filt_FIRLeastSquares,PYAR,PCA,LIBSVMFast,47.719298263157896,0.000977748947368421
filt_FIRLeastSquares,PYAR,PCA,NBayes,41.57894742105262,0.0032040000000000003
filt_FIRLeastSquares,PWelch,SVD,LIBSVMFast,42.28070163157896,0.0028636157894736843
filt_FIRLeastSquares,PWelch,SVD,NBayes,43.68421042105265,0.0065067894736842114
filt_FIRLeastSquares,PYAR,SVD,LIBSVMFast,42.63157905263157,0.000981362631578947
filt_FIRLeastSquares,PYAR,SVD,NBayes,46.315789421052635,0.004675836842105263
